"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-08-19",2025-07-20,"2025-08-19",15
"2","ild","2025-08-19",2025-07-20,"2025-08-19",15
"3","ssh","2025-08-19",2025-07-20,"2025-08-19",15
"4","sst","2025-08-19",2025-07-20,"2025-08-19",15
"5","su","2025-08-19",2025-07-20,"2025-08-19",15
"6","sv","2025-08-19",2025-07-20,"2025-08-19",15
"7","sustr","2025-08-19",2025-07-20,"2025-08-19",15
"8","svstr","2025-08-19",2025-07-20,"2025-08-19",15
"9","sst_sd","2025-08-19",2025-07-20,"2025-08-19",15
"10","ssh_sd","2025-08-19",2025-07-20,"2025-08-19",15
"11","curl","2025-08-19",2025-07-20,"2025-08-19",15
